Professor,Average Rating,Mode Rating,Department,Would Take Again,Level of Difficulty,Num Ratings,School
0963afc0,3.1,3.1,Political Science,40%,3,38,UC Irvine
e1b1473c,2.9,2.9,Earth Science,40%,3.5,21,UC Irvine
05240471,3.3,3.3,Art,42%,3.2,21,UC Irvine
587115e2,2.6,2.6,Engineering,39%,4.1,18,UC Irvine
80d34533,4.9,4.9,Urban Planning,91%,2.1,11,UC Irvine
9b09ed33,4.5,4.5,Biological Sciences,100%,2.6,10,UC Irvine
c2d5070b,3.2,3.2,Criminology,50%,2.7,6,UC Irvine
c8f25b0f,4.3,4.3,Computer Science,100%,2,3,UC Irvine
0980f074,1.0,1.0,Engineering,0%,5,1,UC Irvine
57cf34a0,3.1,3.1,Chemistry,40%,3.5,274,UC Irvine
1b8c851e,2.3,2.3,Physics & Astronomy,32%,4.1,48,UC Irvine
c69480de,2.4,2.4,Engineering,15%,3.8,23,UC Irvine
b32d88f2,2.4,2.4,Engineering,41%,3.7,22,UC Irvine
29a40d7b,4.6,4.6,Neurobiology & Behavior,100%,2.7,97,UC Irvine
dea06a1a,4.1,4.1,Political Science,80%,2.8,25,UC Irvine
0ba24755,3.8,3.8,Humanities,67%,3,24,UC Irvine
a2f17d4a,3.4,3.4,Linguistics,50%,3.7,20,UC Irvine
2a7087fd,4.0,4.0,Chemistry,71%,3.8,292,UC Irvine
1a2b4906,3.1,3.1,Anthropology,58%,2.3,95,UC Irvine
150d23b6,2.1,2.1,Engineering,16%,3.9,77,UC Irvine
9312e06f,4.8,4.8,Education,93%,2.5,49,UC Irvine
8f6665ff,3.3,3.3,History,43%,2.7,35,UC Irvine
391dbe69,3.8,3.8,Writing,71%,2.8,17,UC Irvine
7cc3f641,4.1,4.1,Psychology,70%,3,64,UC Irvine
d70f06e5,2.7,2.7,Chemistry,44%,4.1,62,UC Irvine
5cf33fb6,5.0,5.0,Writing,100%,1.7,3,UC Irvine
c63ea944,4.2,4.2,Writing,75%,3.6,54,UC Irvine
a63104c9,4.6,4.6,History,95%,2.4,18,UC Irvine
2d87cfeb,3.7,3.7,Cognitive Science,78%,2,9,UC Irvine
200e6e3e,4.1,4.1,Education,63%,1.6,8,UC Irvine
48a28d6f,2.3,2.3,"Criminology, Law & Society",0%,4,3,UC Irvine
b2ccce6b,4.7,4.7,Spanish,34%,4,3,UC Irvine
96e81a93,3.3,3.3,Physics,70%,3,35,UC Irvine
e000b9b2,3.3,3.3,Mathematics,59%,3.9,12,UC Irvine
79da2ab0,3.0,3.0,Film,60%,3.6,5,UC Irvine
37e75c75,5.0,5.0,Dance,100%,4,2,UC Irvine
c4c25af4,5.0,5.0,Spanish,100%,2,1,UC Irvine
e0ec8db1,3.6,3.6,Chemistry,62%,3.3,42,UC Irvine
3eb8294e,4.5,4.5,Psychology & Social Behavior,87%,2.9,29,UC Irvine
e95c895a,4.2,4.2,Political Science,77%,3.2,17,UC Irvine
b430e90c,3.5,3.5,Political Science,67%,2.7,7,UC Irvine
23855539,1.0,1.0,Informatics,0%,3.3,4,UC Irvine
e314053e,4.1,4.1,Chemistry,79%,3.4,102,UC Irvine
b3b837a2,4.5,4.5,English,89%,2.8,76,UC Irvine
c91d3e10,3.7,3.7,Social Science,66%,2.9,72,UC Irvine
9acb50ba,2.9,2.9,Computer Science,49%,3.9,71,UC Irvine
f488560d,2.2,2.2,Mathematics,29%,4.4,28,UC Irvine
bc72d249,5.0,5.0,Urban Planning,100%,2.1,20,UC Irvine
1e7de797,4.6,4.6,Mathematics,86%,2.9,14,UC Irvine
e678311c,4.1,4.1,Education,75%,2,8,UC Irvine
bd41eceb,2.5,2.5,Biology,50%,2.3,6,UC Irvine
4b141fa0,3.3,3.3,Psychology,49%,2.5,173,UC Irvine
0586efc1,2.7,2.7,Physics,28%,3.4,141,UC Irvine
36ca5e6f,3.3,3.3,Writing,46%,3.9,54,UC Irvine
4aa68584,3.4,3.4,African-American Studies,44%,4.1,40,UC Irvine
0d201f82,1.8,1.8,Mathematics,19%,3.9,34,UC Irvine
845bb2a8,3.8,3.8,Cognitive Science,65%,3.1,31,UC Irvine
58f109f4,3.1,3.1,English,48%,3.6,29,UC Irvine
d7948a54,3.0,3.0,Mechanical Engineering,41%,3.3,29,UC Irvine
ee046010,4.3,4.3,Sociology,80%,2.9,24,UC Irvine
46638cf2,4.9,4.9,English,100%,2.7,12,UC Irvine
80ce73a2,4.3,4.3,Writing,100%,2.4,8,UC Irvine
460ed869,4.8,4.8,Public Health,100%,3,6,UC Irvine
9a6d58ae,2.7,2.7,Economics,46%,3.8,170,UC Irvine
0e160e4c,4.7,4.7,Biochemistry,92%,2.9,99,UC Irvine
6bdb4825,4.3,4.3,Humanities,89%,3.1,66,UC Irvine
206671e2,3.0,3.0,Computer Science,62%,2.5,45,UC Irvine
29a40d7b,4.6,4.6,Biological Sciences,96%,3.2,24,UC Irvine
863bbbec,2.6,2.6,General Studies,24%,2.4,21,UC Irvine
32d2a7a3,3.8,3.8,Civil Engineering,34%,3.1,15,UC Irvine
07e5d2a7,2.8,2.8,Management,50%,3,4,UC Irvine
4e5d0bd5,5.0,5.0,Computer Science,100%,4,3,UC Irvine
18e4215b,2.9,2.9,Psychology,44%,4,97,UC Irvine
69fa7bcb,1.9,1.9,Physics & Astronomy,22%,4.8,32,UC Irvine
d761823b,4.2,4.2,Psychology Social Behavior,87%,2.1,27,UC Irvine
ac3a75d3,2.0,2.0,Physics,34%,3.9,26,UC Irvine
27e9db40,1.6,1.6,Management,13%,4.2,18,UC Irvine
b4d4c9a4,4.7,4.7,Physics & Astronomy,84%,2.7,12,UC Irvine
d450ccd9,3.0,3.0,Computer Information Systems,34%,4,3,UC Irvine
2ba09619,3.4,3.4,Computer Science,61%,3.6,46,UC Irvine
81cd4510,2.2,2.2,Health Science,25%,3.1,27,UC Irvine
f850124e,5.0,5.0,Languages,100%,2,1,UC Irvine
6f27f68f,3.7,3.7,International Studies,74%,3.3,53,UC Irvine
739e27e2,4.0,4.0,Chemistry,59%,3.6,12,UC Irvine
01cd6a8d,3.5,3.5,Biology,59%,3.5,197,UC Irvine
248b9fdf,3.0,3.0,Music,48%,3.4,80,UC Irvine
2176ec4e,2.0,2.0,Biological Sciences,19%,3.9,27,UC Irvine
3241a1bc,2.3,2.3,Management,27%,4.5,15,UC Irvine
409512c1,3.4,3.4,Korean,34%,3.1,11,UC Irvine
b5e2564d,3.5,3.5,Materials Engineering,63%,3.5,8,UC Irvine
f59b877c,3.9,3.9,Economics,71%,2.6,140,UC Irvine
35f0e315,2.8,2.8,Physics & Astronomy,67%,4.3,38,UC Irvine
cef5ef7c,3.1,3.1,Policy Planning & Development,13%,2.9,13,UC Irvine
1eb50836,2.9,2.9,Management,35%,4.2,209,UC Irvine
cc93dc34,4.7,4.7,Biology,96%,2.4,101,UC Irvine
35325026,3.5,3.5,Chemistry,75%,3.4,26,UC Irvine
f89bc193,3.5,3.5,Political Science,100%,3.1,14,UC Irvine
060d6f66,5.0,5.0,Writing,100%,3.2,6,UC Irvine
51717686,3.0,3.0,Writing,34%,3,3,UC Irvine
5c9715de,3.9,3.9,Political Science,72%,3.3,7,UC Irvine
d99bf3b7,4.9,4.9,Biochemistry,100%,3,101,UC Irvine
831c3c08,4.3,4.3,Electrical Engineering,90%,3.4,1750,UC Irvine
af8f4d62,2.9,2.9,Computer Science,56%,2.7,9,UC Irvine
91c9c7ed,4.8,4.8,Sociology,96%,2.1,53,UC Irvine
220cb8a7,4.7,4.7,Humanities,89%,2.8,18,UC Irvine
20d8dbd4,4.5,4.5,Classics,92%,2.9,12,UC Irvine
3eb54002,3.6,3.6,Informatics,56%,4.1,9,UC Irvine
d7c79ceb,4.5,4.5,Urban Planning,89%,1.7,26,UC Irvine
48af8f4b,3.4,3.4,Business,68%,3.4,25,UC Irvine
3f5ec0b2,2.8,2.8,Writing,25%,4,4,UC Irvine
c0cd64b2,2.9,2.9,Engineering,23%,4,88,UC Irvine
f7107fad,3.8,3.8,Political Science,69%,3.4,19,UC Irvine
40722853,4.2,4.2,Electrical Engineering,78%,3.8,18,UC Irvine
cb7c3392,4.1,4.1,Mathematics,77%,3.6,17,UC Irvine
be0cade6,4.0,4.0,Electrical Engineering,100%,4,1,UC Irvine
e80a98b2,5.0,5.0,Engineering,100%,1,2,UC Irvine
fa932a1e,4.1,4.1,Political Science,72%,3.5,21,UC Irvine
ebf726bf,4.7,4.7,Writing,100%,2.3,3,UC Irvine
913f9f26,5.0,5.0,Writing,100%,4,2,UC Irvine
bfd01b45,4.5,4.5,History,100%,1.5,2,UC Irvine
a4d804db,3.5,3.5,Psychology,60%,3,104,UC Irvine
e2eff749,3.7,3.7,Engineering,84%,2.2,69,UC Irvine
92628a6d,3.7,3.7,Biology,89%,2.7,53,UC Irvine
5aee240d,2.4,2.4,Mathematics,33%,4,41,UC Irvine
3bcd729b,2.0,2.0,Engineering,29%,4.1,7,UC Irvine
38a25422,3.9,3.9,Languages,0%,2.8,5,UC Irvine
480e2011,5.0,5.0,Engineering,100%,3.5,2,UC Irvine
2e507299,3.7,3.7,Psychology & Social Behavior,60%,2.9,62,UC Irvine
e7c079a3,4.2,4.2,Writing,74%,3.6,29,UC Irvine
d156444e,3.6,3.6,Criminal Justice,0%,2.7,22,UC Irvine
03e43dc9,5.0,5.0,Business,100%,3.5,105,UC Irvine
66a31a35,4.1,4.1,Chemistry,79%,3.5,79,UC Irvine
40f6079d,4.0,4.0,Chemistry,67%,3.6,75,UC Irvine
50afeada,4.6,4.6,Engineering,100%,3.7,17,UC Irvine
1eda1aef,2.6,2.6,Economics,39%,2.5,105,UC Irvine
b93aaf98,4.4,4.4,Music,88%,2.6,16,UC Irvine
726e64c7,4.5,4.5,Physics & Astronomy,75%,1.8,4,UC Irvine
7f8675c2,3.8,3.8,Biology,71%,3,141,UC Irvine
61fc564e,3.0,3.0,Computer Science,66%,3.3,122,UC Irvine
548e0f1c,2.3,2.3,Biological Sciences,19%,4,91,UC Irvine
f4ae0ce3,4.0,4.0,Dramatic Arts,67%,2.7,3,UC Irvine
56b92f26,1.6,1.6,Economics,14%,4.4,131,UC Irvine
6a0e464a,1.3,1.3,Physics & Astronomy,13%,4.1,8,UC Irvine
082bc590,4.7,4.7,Education,100%,2,6,UC Irvine
eae6a377,3.5,3.5,Psychology,53%,3.6,77,UC Irvine
58f66fb9,3.7,3.7,Business,55%,2.2,20,UC Irvine
a9e743c0,4.2,4.2,History,100%,2.6,17,UC Irvine
b17d416e,5.0,5.0,Mechanical Engineering,88%,4.1,8,UC Irvine
a1619874,4.9,4.9,Political Science,100%,2.1,7,UC Irvine
3bba9bc6,4.0,4.0,Business,100%,3,1,UC Irvine
b2d20f48,4.6,4.6,Writing,92%,2.9,70,UC Irvine
ce1a3182,3.9,3.9,Writing,71%,3.5,51,UC Irvine
c695eaf4,4.5,4.5,English,79%,2.7,37,UC Irvine
f628916d,3.5,3.5,Writing,67%,2.8,12,UC Irvine
486ff4aa,4.0,4.0,Classics,53%,2.6,77,UC Irvine
c0427232,4.3,4.3,Informatics,87%,2.1,30,UC Irvine
183e2cf2,3.2,3.2,Cognitive Science,44%,3.9,18,UC Irvine
0a1e77f5,4.5,4.5,Humanities,100%,2,2,UC Irvine
e9f07851,4.3,4.3,Biology,98%,2.9,111,UC Irvine
8e77e131,4.3,4.3,Electrical Engineering,75%,3.8,41,UC Irvine
e8172d5f,2.3,2.3,Engineering,34%,3.8,15,UC Irvine
c2c3d5e3,3.0,3.0,Mathematics,40%,3,5,UC Irvine
a00f4526,5.0,5.0,Writing,100%,3,1,UC Irvine
d5b6ff97,3.1,3.1,Physics,35%,3.6,110,UC Irvine
cdecaf68,4.0,4.0,Writing,64%,3.1,75,UC Irvine
288b68e9,4.3,4.3,History,80%,2.6,12,UC Irvine
b6b852c9,3.0,3.0,English,34%,3.3,3,UC Irvine
a705fd48,5.0,5.0,Neurobiology & Behavior,100%,3,1,UC Irvine
21b17dc0,4.1,4.1,Chemistry,82%,3.7,356,UC Santa Barbara
eb4c5d18,3.8,3.8,English,68%,2.8,317,UC Santa Barbara
cbcbedd9,2.2,2.2,Mathematics,21%,3.8,223,UC Santa Barbara
4ee7cae1,2.3,2.3,Economics,28%,3.8,166,UC Santa Barbara
1b858bdf,3.3,3.3,Statistics,50%,2.8,158,UC Santa Barbara
e09e3b66,4.2,4.2,Ethnic Studies,82%,3.2,122,UC Santa Barbara
3aae681c,3.1,3.1,Statistics,57%,3.4,114,UC Santa Barbara
e56aadfc,4.6,4.6,Sociology,92%,2.1,110,UC Santa Barbara
ccd4a841,4.0,4.0,Global Studies,83%,2.6,92,UC Santa Barbara
a0e21904,3.9,3.9,Social Science,86%,3.1,86,UC Santa Barbara
52c20514,3.5,3.5,History,63%,2.9,85,UC Santa Barbara
28af60ee,3.3,3.3,Chemistry,63%,3.9,85,UC Santa Barbara
599fea1c,3.9,3.9,Anthropology,71%,2.4,78,UC Santa Barbara
03816ba9,2.4,2.4,Political Science,31%,3.8,77,UC Santa Barbara
e9fc25ae,3.2,3.2,Political Science,58%,4.2,69,UC Santa Barbara
5ba60468,4.6,4.6,Psychology,92%,2.7,62,UC Santa Barbara
d42d382d,5.0,5.0,Science,100%,2.3,62,UC Santa Barbara
b7f33cba,3.6,3.6,Communication,62%,3.3,59,UC Santa Barbara
a885c36e,4.7,4.7,Psychology,95%,2.9,54,UC Santa Barbara
5f478bc6,4.7,4.7,History,94%,2.6,45,UC Santa Barbara
b27bcb91,4.6,4.6,Science,94%,2.6,45,UC Santa Barbara
d393d414,3.4,3.4,Languages,20%,3.1,44,UC Santa Barbara
d28aa62f,4.4,4.4,Religious Studies,90%,3.2,41,UC Santa Barbara
455a568a,3.1,3.1,Asian American Studies,46%,3.3,36,UC Santa Barbara
e917c0ff,3.3,3.3,Philosophy,75%,3.8,33,UC Santa Barbara
d2dc77bc,4.9,4.9,Environmental Science Mgmt.,100%,2.8,25,UC Santa Barbara
34e15aad,4.2,4.2,Biology,77%,3.3,25,UC Santa Barbara
fbec46a8,3.8,3.8,Sociology,65%,2.8,24,UC Santa Barbara
da9a99c0,3.0,3.0,Statistics,53%,3.5,23,UC Santa Barbara
1df3848e,4.4,4.4,Chemical Engineering,91%,3.1,22,UC Santa Barbara
ac5c99e9,4.2,4.2,Global Studies,82%,3.2,22,UC Santa Barbara
2b53f89e,1.7,1.7,Biology,15%,4.1,20,UC Santa Barbara
45faed76,4.5,4.5,Chemical Engineering,100%,2.8,17,UC Santa Barbara
eaf2e080,4.8,4.8,Geology,89%,1.3,17,UC Santa Barbara
22bb9ba4,2.0,2.0,Physics,23%,3.8,16,UC Santa Barbara
3df7e329,2.8,2.8,Music,34%,1.5,15,UC Santa Barbara
563e0463,3.9,3.9,Mechanical Engineering,80%,3.3,15,UC Santa Barbara
c15d75e6,4.3,4.3,English,80%,3.5,15,UC Santa Barbara
dea2411b,3.6,3.6,Mathematics,65%,3.1,14,UC Santa Barbara
b4fa46b5,3.6,3.6,Biology,70%,4,13,UC Santa Barbara
2c3ddd50,5.0,5.0,Religious Studies,100%,1.8,13,UC Santa Barbara
eaae707e,2.1,2.1,Feminist Studies,34%,1.8,9,UC Santa Barbara
f242733f,2.0,2.0,Physics,23%,4.9,9,UC Santa Barbara
677ad754,5.0,5.0,Writing,100%,2,7,UC Santa Barbara
6b79dedd,4.2,4.2,Chemical Engineering,50%,4.2,6,UC Santa Barbara
282771d4,4.3,4.3,Germanic & Russian Studies,84%,2.3,6,UC Santa Barbara
2c929d7b,4.5,4.5,Theater,100%,2.3,4,UC Santa Barbara
aef50ef0,5.0,5.0,English,100%,1.8,4,UC Santa Barbara
5614d05e,4.8,4.8,Philosophy,100%,3,4,UC Santa Barbara
40515222,5.0,5.0,Germanic & Russian Studies,100%,2,3,UC Santa Barbara
14ead92d,1.0,1.0,Sociology,0%,5,2,UC Santa Barbara
50bb85dd,5.0,5.0,Anthropology,100%,2.5,2,UC Santa Barbara
f465af8e,5.0,5.0,Religious Studies,100%,2,1,UC Santa Barbara
944c3b97,2.5,2.5,Biology,23%,4.3,229,UC Santa Barbara
ea993e39,3.0,3.0,Chemistry,31%,4.2,216,UC Santa Barbara
9ae4511c,2.0,2.0,Mathematics,25%,3.3,150,UC Santa Barbara
7f0e3c67,3.5,3.5,Psychology,54%,3.6,106,UC Santa Barbara
6adc3299,3.6,3.6,Communication,55%,3.6,56,UC Santa Barbara
776bc0e3,4.3,4.3,Political Science,73%,3.3,43,UC Santa Barbara
9ddd2ea8,3.8,3.8,Languages,100%,2.5,29,UC Santa Barbara
609a9c0b,2.5,2.5,Mathematics,42%,3.8,29,UC Santa Barbara
d6ef26e2,4.6,4.6,Sociology,84%,3.7,25,UC Santa Barbara
a68a12c1,3.4,3.4,Mathematics,53%,2.1,21,UC Santa Barbara
6f67251b,2.0,2.0,Political Science,29%,4,21,UC Santa Barbara
2e0e2785,4.4,4.4,History,85%,2.4,13,UC Santa Barbara
63111936,5.0,5.0,Finance,100%,3.6,9,UC Santa Barbara
ad3d5598,4.8,4.8,French & Italian,100%,3.5,8,UC Santa Barbara
4ddc8951,4.9,4.9,Management,100%,2.9,7,UC Santa Barbara
2ca12b6c,4.0,4.0,Economics,75%,2.5,4,UC Santa Barbara
6f61c313,5.0,5.0,Environmental Science & Mgmt.,100%,2,3,UC Santa Barbara
ca197ff4,2.7,2.7,Sociology,34%,2.3,3,UC Santa Barbara
32d5308a,4.5,4.5,Chicano Studies,100%,2,2,UC Santa Barbara
1afd62bb,4.4,4.4,Classics,87%,2.7,180,UC Santa Barbara
818c3ecf,4.8,4.8,Biology,99%,2,114,UC Santa Barbara
6348c657,4.2,4.2,Chicano Studies,93%,2.4,83,UC Santa Barbara
8a6b983b,4.9,4.9,Communication,100%,2.6,45,UC Santa Barbara
8a7dbb5c,3.2,3.2,Economics,52%,2.8,29,UC Santa Barbara
c1aabca9,2.7,2.7,Film,23%,3.8,28,UC Santa Barbara
d2719fa3,2.6,2.6,English,45%,2.9,20,UC Santa Barbara
c5e89386,4.3,4.3,Writing,78%,2.2,18,UC Santa Barbara
07ce6327,3.1,3.1,English,43%,3.2,16,UC Santa Barbara
659563c2,2.5,2.5,Art,39%,3.6,16,UC Santa Barbara
20fa8c10,4.7,4.7,Education,80%,2.7,12,UC Santa Barbara
73be80a4,2.2,2.2,Writing,37%,3.3,11,UC Santa Barbara
cb65d0c8,2.0,2.0,Electrical & Comp. Engineering,34%,4.5,6,UC Santa Barbara
a0bc9f47,5.0,5.0,African-American Studies,100%,2,1,UC Santa Barbara
6884f193,4.6,4.6,Chemistry,93%,3.4,370,UC Santa Barbara
35b7000c,3.7,3.7,Sociology,50%,3.3,362,UC Santa Barbara
e04643ce,3.9,3.9,Mathematics,78%,2.9,213,UC Santa Barbara
a35f9a83,4.1,4.1,Linguistics,85%,2.5,168,UC Santa Barbara
450e94eb,3.2,3.2,Psychology,54%,3.1,84,UC Santa Barbara
78d78049,4.6,4.6,Religious Studies,91%,3.2,52,UC Santa Barbara
cbeaab28,3.3,3.3,Music,40%,1.9,51,UC Santa Barbara
d7ec3882,4.5,4.5,English,88%,2.7,45,UC Santa Barbara
4fedd6a1,3.8,3.8,Sociology,55%,3.1,39,UC Santa Barbara
7528495f,4.8,4.8,Mathematics,100%,1.9,31,UC Santa Barbara
71997aae,4.9,4.9,Writing,100%,2.9,28,UC Santa Barbara
369fbbca,1.7,1.7,Mathematics,19%,4.1,27,UC Santa Barbara
99db89c1,4.3,4.3,Biology,86%,3.7,21,UC Santa Barbara
fdeb98c7,4.0,4.0,Biology,69%,2.8,19,UC Santa Barbara
34e0937b,4.7,4.7,Religious Studies,100%,2.5,17,UC Santa Barbara
faefba76,4.5,4.5,Political Science,87%,3.4,15,UC Santa Barbara
1ecfac22,4.0,4.0,History,60%,2,5,UC Santa Barbara
2e974e28,5.0,5.0,Biology,100%,3,2,UC Santa Barbara
e80fd01d,2.8,2.8,Economics,40%,2.9,191,UC Santa Barbara
a19cf28a,3.1,3.1,English,35%,2.1,71,UC Santa Barbara
e4f31308,3.1,3.1,Political Science,63%,3.9,35,UC Santa Barbara
a2aad238,2.8,2.8,Exercise & Sport Studies,31%,3.5,33,UC Santa Barbara
b6539a68,2.4,2.4,Sociology,15%,3.8,19,UC Santa Barbara
f58983a1,4.0,4.0,Film,75%,2.8,5,UC Santa Barbara
a099c52e,5.0,5.0,Biology,100%,1,1,UC Santa Barbara
12d79cdc,4.7,4.7,Computer Science,90%,2.9,66,UC Santa Barbara
b50e1245,1.9,1.9,Computer Science,29%,4.4,60,UC Santa Barbara
08d8d124,4.5,4.5,Writing,100%,3.2,47,UC Santa Barbara
fc7d835f,3.5,3.5,Chemical Engineering,80%,3.3,13,UC Santa Barbara
5494d439,4.7,4.7,Writing,100%,2,9,UC Santa Barbara
05dcc971,4.5,4.5,Writing,88%,2.5,8,UC Santa Barbara
5627b300,2.2,2.2,Geography,17%,3.5,6,UC Santa Barbara
8309bf2f,4.2,4.2,Engineering,84%,2.5,6,UC Santa Barbara
5c32b755,5.0,5.0,Film,100%,3,3,UC Santa Barbara
9469ecd4,5.0,5.0,Biology,100%,2.5,2,UC Santa Barbara
e0b8014b,3.5,3.5,Economics,53%,3.5,215,UC Santa Barbara
fd9a1628,2.5,2.5,Computer Science,33%,3.6,164,UC Santa Barbara
603cc9ce,4.4,4.4,Chemistry,89%,3.9,107,UC Santa Barbara
9b5ac28a,3.0,3.0,Economics,46%,3.7,103,UC Santa Barbara
86321f82,4.1,4.1,Economics,85%,3.4,44,UC Santa Barbara
4e41c8af,3.8,3.8,English,62%,2.1,44,UC Santa Barbara
23334a86,4.0,4.0,Religion,83%,3.1,42,UC Santa Barbara
b183cc12,2.3,2.3,Political Science,36%,3.3,39,UC Santa Barbara
7738ef2e,3.9,3.9,Mathematics,72%,3,35,UC Santa Barbara
d7750ec4,2.0,2.0,Global Studies,14%,3.7,28,UC Santa Barbara
e4755751,2.0,2.0,Mathematics,12%,3.7,25,UC Santa Barbara
84b158f3,3.5,3.5,Writing,61%,2.6,24,UC Santa Barbara
bddb96a4,4.7,4.7,Philosophy,93%,2.9,15,UC Santa Barbara
db0751da,3.7,3.7,Geography,60%,3.3,10,UC Santa Barbara
1a6017fa,2.3,2.3,Spanish,25%,4.2,9,UC Santa Barbara
dbd30c26,5.0,5.0,Communication,100%,1.5,8,UC Santa Barbara
fd48a5ed,5.0,5.0,Music,100%,3.3,6,UC Santa Barbara
bcb16134,5.0,5.0,English,100%,1.7,3,UC Santa Barbara
bf61eeb3,3.4,3.4,Physics,54%,3.3,265,UC Santa Barbara
9b52f051,3.3,3.3,Ethnic Studies,55%,2.3,84,UC Santa Barbara
d8db010d,4.1,4.1,History,82%,2.4,65,UC Santa Barbara
fb15ade6,4.2,4.2,Religion,79%,2.7,52,UC Santa Barbara
b6dd6c44,4.0,4.0,Mechanical Engineering,100%,2.5,26,UC Santa Barbara
1da48421,4.9,4.9,Writing,100%,2.1,26,UC Santa Barbara
697cf58d,3.6,3.6,Ethnic Studies,50%,2.8,24,UC Santa Barbara
aaf4c16b,2.3,2.3,Global Studies,36%,3.5,23,UC Santa Barbara
b5914d5a,4.2,4.2,Communication,83%,2.8,23,UC Santa Barbara
c635bdfa,4.2,4.2,Germanic amp Russian Studies,87%,2.4,22,UC Santa Barbara
6fb3dd0f,3.4,3.4,Business,72%,2.9,14,UC Santa Barbara
af928a54,4.6,4.6,Biology,89%,2.6,9,UC Santa Barbara
71ddc169,3.3,3.3,Geography,58%,2,7,UC Santa Barbara
434160c3,4.8,4.8,Engineering,100%,2.8,6,UC Santa Barbara
5d634436,4.8,4.8,Biology,100%,3,4,UC Santa Barbara
7b579ee5,4.0,4.0,History,100%,3,2,UC Santa Barbara
c5eab7c5,5.0,5.0,Humanities,100%,1,1,UC Santa Barbara
3ce35eb8,3.6,3.6,Communication,52%,4,136,UC Santa Barbara
fcab25ca,3.5,3.5,Sociology,55%,3.2,129,UC Santa Barbara
75393da1,3.7,3.7,Art History,69%,3,58,UC Santa Barbara
4eeb5934,3.6,3.6,Communication,55%,4,54,UC Santa Barbara
454ac450,4.0,4.0,History,61%,3.2,47,UC Santa Barbara
62aac4d7,2.4,2.4,Economics,43%,3.3,38,UC Santa Barbara
79c37f9d,3.7,3.7,Physics,79%,3,37,UC Santa Barbara
2d9c4f46,4.9,4.9,Languages,100%,2.1,31,UC Santa Barbara
da493561,2.5,2.5,Music,40%,3.3,29,UC Santa Barbara
9c32da04,4.2,4.2,English,75%,3.1,16,UC Santa Barbara
331fed44,5.0,5.0,Germanic Russian Studies,100%,2.4,14,UC Santa Barbara
12c2f256,2.3,2.3,Environmental Science & Mgmt.,25%,3.3,12,UC Santa Barbara
12a75863,3.6,3.6,Computer Science,0%,4.2,6,UC Santa Barbara
24f3bd65,5.0,5.0,Spanish,100%,2.3,4,UC Santa Barbara
f9d7f63d,3.5,3.5,Psychology,78%,3.2,63,UC Santa Barbara
70180990,3.6,3.6,Mathematics,70%,3.4,43,UC Santa Barbara
578eb5ad,4.0,4.0,History,75%,2,28,UC Santa Barbara
da100d3d,4.3,4.3,Writing,88%,3.6,25,UC Santa Barbara
71c4eb21,4.9,4.9,Germanic Russian Studies,100%,1.9,18,UC Santa Barbara
9f38b6c5,4.4,4.4,Theater,89%,2.2,9,UC Santa Barbara
45daa99c,3.4,3.4,Geology,0%,2.2,5,UC Santa Barbara
a60087ce,3.0,3.0,Chemistry,67%,3.3,3,UC Santa Barbara
94bba7f5,4.4,4.4,Mathematics,87%,2.5,289,UC Santa Barbara
03ee7c48,2.3,2.3,Mathematics,40%,3.5,110,UC Santa Barbara
d09ccd22,2.2,2.2,Mathematics,25%,3.7,83,UC Santa Barbara
50e24596,4.4,4.4,Exercise Sport Studies,83%,2.5,50,UC Santa Barbara
104e35bd,2.3,2.3,Sociology,40%,3.8,6,UC Santa Barbara
53b84238,3.5,3.5,Psychology,50%,3.3,4,UC Santa Barbara
daa47517,3.7,3.7,Science,60%,3.6,95,UC Santa Barbara
f908dd4a,4.3,4.3,Economics,83%,4,63,UC Santa Barbara
4ead7290,3.3,3.3,Religion,43%,3.1,47,UC Santa Barbara
1a6c88e0,2.5,2.5,Statistics,45%,3.6,27,UC Santa Barbara
5e7254f8,3.0,3.0,Accounting,34%,4,3,UC Santa Barbara
70465966,3.3,3.3,Political Science,47%,4.2,96,UC Santa Barbara
0f78b4c5,2.5,2.5,History,34%,3,41,UC Santa Barbara
c8e85168,4.1,4.1,Psychology,80%,3,33,UC Santa Barbara
e8b77723,4.5,4.5,Religious Studies,100%,1.9,27,UC Santa Barbara
baddc6d3,2.3,2.3,History,50%,2.9,18,UC Santa Barbara
d9cd3cfb,2.3,2.3,Biochemistry,20%,4.7,15,UC Santa Barbara
ff972277,4.0,4.0,Political Science,74%,3.7,75,UC Santa Barbara
9a3e3afb,4.3,4.3,Philosophy,87%,2.9,44,UC Santa Barbara
586f091f,4.4,4.4,Political Science,82%,3.9,43,UC Santa Barbara
8dcdd7ad,2.3,2.3,English,12%,4.4,29,UC Santa Barbara
b0d56f5b,4.0,4.0,Political Science,73%,3.5,22,UC Santa Barbara
f2fe079f,4.7,4.7,Environmental Science & Mgmt.,89%,1.8,9,UC Santa Barbara
09d59ff2,5.0,5.0,Feminist Studies,100%,1.3,4,UC Santa Barbara
c23e1cc7,4.0,4.0,Mathematics,67%,2.3,3,UC Santa Barbara
8e8fc8d3,2.0,2.0,Statistics,0%,3.5,2,UC Santa Barbara
c9dca1d0,1.0,1.0,Spanish & Portuguese,0%,3,1,UC Santa Barbara
73799ad9,3.6,3.6,Chemistry,60%,3.4,351,UC Santa Barbara
8a3d37a4,3.1,3.1,Film,40%,3,168,UC Santa Barbara
